carat,cut,color,clarity,depth,table,x,y,z,price
0.26,Very Good,F,VVS1,58.7,58.0,4.24,4.25,2.49,597
0.9,Very Good,H,VS2,62.2,58.0,6.11,6.18,3.82,4157
0.55,Ideal,J,SI1,61.0,56.0,5.31,5.34,3.25,1101
0.55,Ideal,D,VVS2,61.1,57.0,5.32,5.29,3.24,2644
2.25,Good,J,SI1,62.4,61.0,8.29,8.35,5.19,15287
1.51,Very Good,F,VS2,,63.0,7.35,7.26,4.52,13945
0.43,Very Good,F,VS1,61.0,57.0,4.84,4.89,2.97,1056
0.7,Very Good,F,VS2,61.7,63.0,5.61,5.64,3.47,2737
0.7,Very Good,F,VS2,62.2,56.0,5.67,5.75,3.55,2325
1.33,Ideal,G,VS1,59.9,57.3,7.16,7.21,4.3,10732
0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
0.37,Ideal,F,VS2,61.4,56.0,4.63,4.59,2.83,957
0.32,Good,D,IF,57.8,56.0,4.55,4.65,2.66,1252
0.32,Ideal,H,VVS1,61.9,55.0,4.37,4.38,2.71,730
0.31,Good,G,VVS2,63.1,57.0,4.3,4.32,2.72,707
0.97,Premium,D,SI1,62.0,60.0,6.25,6.29,3.89,4721
0.34,Premium,H,VS1,60.8,59.0,4.53,4.48,2.74,765
0.9,Good,J,VS2,57.9,63.0,6.32,6.35,3.67,3423
0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96,810
0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,4382
1.22,Premium,G,VS2,61.2,58.0,6.81,6.91,4.2,7729
1.41,Very Good,H,SI1,62.6,59.0,7.08,7.14,4.45,8283
1.05,Very Good,G,VS2,63.0,57.0,6.48,6.51,4.09,5987
0.9,Premium,G,SI1,62.0,61.0,6.13,6.07,3.78,3669
0.44,Ideal,H,IF,62.0,57.0,4.87,4.91,3.02,1255
0.83,Ideal,F,SI1,62.1,55.0,6.05,6.0,3.74,3198
0.42,Good,F,SI1,63.4,56.0,4.76,4.8,3.03,722
0.37,Premium,E,VS2,60.2,58.0,4.65,4.68,2.81,757
1.51,Very Good,I,SI2,60.6,60.2,7.32,7.37,4.45,7441
1.29,Ideal,F,VS1,62.3,54.4,6.93,7.0,4.34,10727
0.3,Ideal,E,VS1,60.8,57.0,4.36,4.33,2.64,911
1.03,Premium,G,VVS2,60.4,59.0,6.58,6.56,3.97,7729
0.91,Very Good,E,VS2,61.1,58.0,6.2,6.28,3.81,5145
1.34,Premium,H,SI1,62.4,57.0,7.07,6.96,4.38,6814
1.34,Ideal,G,VVS1,62.2,56.0,7.11,7.04,4.4,11640
0.3,Ideal,G,VS1,61.9,56.0,4.29,4.34,2.67,605
0.31,Ideal,E,VS2,61.5,56.0,4.37,4.34,2.68,872
0.35,Premium,F,VS2,61.4,59.0,4.53,4.56,2.79,706
0.5,Premium,G,VS1,60.9,59.0,5.14,5.11,3.12,1583
0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2333
1.01,Ideal,G,VVS2,60.6,57.0,6.54,6.5,3.95,7167
0.3,Ideal,E,VS1,60.0,56.0,4.39,4.41,2.64,663
1.02,Ideal,J,SI2,61.6,55.0,6.49,6.43,3.98,2611
2.09,Ideal,I,SI1,61.4,56.0,8.23,8.27,5.06,16704
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,898
0.34,Ideal,E,VS1,62.0,56.0,4.52,4.48,2.79,1033
1.08,Premium,I,VS1,62.5,57.0,6.54,6.51,4.08,4877
1.21,Very Good,G,SI1,63.4,60.0,6.68,6.63,4.22,4637
0.9,Ideal,I,SI1,60.8,57.0,6.22,6.25,3.79,3308
0.41,Ideal,E,VVS2,61.4,53.9,4.79,4.81,2.95,1186
0.57,Ideal,E,VS2,61.9,57.0,5.31,5.29,3.28,1949
0.75,Ideal,G,VVS2,62.0,56.0,5.79,5.85,3.61,3740
1.16,Ideal,H,SI1,62.2,54.0,6.72,6.75,4.19,6036
0.57,Premium,F,VS2,59.8,59.0,5.4,5.37,3.22,1760
1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03,3816
1.31,Ideal,H,SI1,60.8,56.0,7.12,7.08,4.32,7519
0.64,Ideal,F,VS1,61.9,56.8,5.55,5.6,3.45,2222
0.73,Premium,J,VS1,60.2,58.0,5.87,5.82,3.52,2037
0.41,Very Good,I,VVS2,61.3,60.0,4.77,4.82,2.94,811
1.16,Premium,H,SI2,60.2,59.0,6.84,6.78,4.1,4872
0.54,Ideal,J,SI1,62.5,54.0,5.22,5.25,3.27,964
0.43,Ideal,F,SI1,61.6,57.0,4.85,4.8,2.97,1016
0.38,Very Good,I,VVS1,62.6,59.0,4.6,4.64,2.89,630
1.22,Ideal,G,VS2,,55.0,6.83,6.87,4.25,7783
1.05,Premium,G,SI2,60.1,60.0,6.66,6.58,3.98,3898
0.8,Good,D,SI1,63.7,57.0,5.88,5.8,3.72,2738
1.02,Good,D,SI1,,61.0,6.27,6.35,4.01,5497
1.01,Fair,J,VVS2,66.0,56.0,6.29,6.22,4.13,2998
0.31,Very Good,F,VS2,58.3,61.0,4.44,4.48,2.6,583
0.38,Premium,I,VS2,61.8,59.0,4.64,4.61,2.86,812
1.51,Premium,I,SI1,61.8,60.0,7.23,7.3,4.49,7989
0.31,Premium,D,VS2,61.8,57.0,4.41,4.36,2.71,942
0.3,Good,E,VVS2,61.1,61.0,4.32,4.36,2.65,622
0.36,Ideal,E,VVS2,62.0,54.0,4.56,4.6,2.84,887
0.7,Ideal,H,SI1,60.6,57.0,5.77,5.74,3.48,2536
0.3,Premium,F,VVS2,61.4,59.0,4.31,4.36,2.66,737
1.07,Ideal,H,SI2,62.8,56.0,6.5,6.56,4.1,4899
0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,4697
0.7,Good,H,VVS2,62.1,64.0,5.62,5.65,3.5,2767
0.31,Ideal,E,VVS1,61.0,57.0,4.33,4.36,2.65,924
0.55,Very Good,H,SI1,59.4,58.0,5.36,5.38,3.19,1270
0.52,Ideal,H,SI1,62.3,54.0,5.15,5.18,3.22,1074
0.5,Very Good,G,SI1,62.1,59.0,5.09,5.12,3.17,1237
1.01,Fair,F,SI1,57.9,57.0,6.53,6.57,3.79,5144
2.01,Premium,J,VS2,58.6,61.0,8.18,8.14,4.78,10401
0.27,Very Good,E,VS2,63.0,57.0,4.12,4.16,2.61,470
0.65,Very Good,D,VS1,60.8,57.2,5.55,5.63,3.4,2752
0.3,Very Good,E,VS2,62.1,59.0,4.27,4.29,2.66,658
0.53,Ideal,E,VS2,61.3,55.0,5.24,5.2,3.2,1813
0.31,Very Good,E,SI1,62.3,56.0,4.37,4.4,2.73,544
0.54,Ideal,F,VS1,61.8,54.0,5.24,5.27,3.25,1724
1.51,Premium,F,SI2,61.8,59.0,7.36,7.3,4.53,7441
1.5,Very Good,I,VVS2,59.7,60.0,7.46,7.62,4.5,10551
0.3,Very Good,G,VS1,62.5,59.0,4.32,4.25,2.68,629
1.05,Ideal,H,SI2,61.8,58.0,6.52,6.55,4.04,4604
1.54,Very Good,D,VS1,59.1,59.0,7.51,7.55,4.45,16750
1.51,Very Good,H,VS2,60.9,57.0,7.39,7.43,4.51,11068
1.12,Ideal,G,VS2,62.0,56.0,6.69,6.64,4.13,6774
1.05,Very Good,E,SI2,60.5,58.0,6.55,6.6,3.98,4797
0.36,Premium,H,VS1,60.5,59.0,4.6,4.63,2.79,631
0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500
0.33,Premium,G,VVS1,60.9,58.0,4.47,4.43,2.71,1114
2.21,Premium,H,SI2,59.0,59.0,8.51,8.46,5.01,13872
1.7,Ideal,J,VS2,60.5,58.0,7.73,7.74,4.68,10002
0.3,Ideal,G,VVS1,62.0,54.0,4.35,4.36,2.7,764
0.72,Premium,F,SI2,59.3,57.0,5.89,5.85,3.48,2364
0.61,Very Good,I,SI1,63.4,55.0,5.39,5.43,3.43,1356
0.7,Good,I,VVS2,63.4,59.0,5.57,5.6,3.54,2394
0.23,Very Good,D,VVS2,59.6,61.0,3.99,4.03,2.39,499
1.5,Fair,E,SI2,59.9,68.0,7.39,7.3,4.4,8190
1.56,Very Good,F,SI1,61.0,58.0,7.41,7.48,4.54,12207
0.32,Ideal,D,VS2,62.6,55.0,4.37,4.39,2.74,758
1.01,Ideal,G,VS1,62.0,57.0,6.44,6.36,3.97,6504
0.56,Very Good,F,SI1,62.9,56.0,5.25,5.27,3.31,1436
1.5,Very Good,H,VVS2,62.9,59.0,7.26,7.31,4.58,11748
1.2,Very Good,F,SI1,61.9,58.0,6.75,6.82,4.2,6985
1.03,Good,D,SI2,57.2,59.0,6.66,6.63,3.8,3743
0.31,Premium,H,VS1,61.8,61.0,4.36,4.32,2.68,698
1.11,Good,D,SI2,60.1,63.0,6.68,6.7,4.02,4877
1.21,Good,G,VS2,63.8,56.0,6.74,6.67,4.28,8099
0.31,Ideal,G,VS2,61.4,57.0,4.45,4.35,2.7,698
0.26,Ideal,G,IF,62.2,55.0,4.09,4.13,2.55,605
0.38,Very Good,F,VS2,62.8,57.0,4.58,4.62,2.89,800
0.3,Ideal,E,VS2,61.8,57.0,4.28,4.3,2.65,603
0.72,Ideal,G,SI2,62.5,57.0,5.71,5.75,3.58,2079
1.51,Ideal,H,VS2,62.5,56.0,7.37,7.33,4.57,11133
1.15,Ideal,F,VVS2,62.1,55.0,6.74,6.69,4.17,8903
1.05,Ideal,I,VS2,62.2,55.8,6.49,6.52,4.04,6279
0.31,Ideal,D,VS2,62.1,55.0,4.31,4.32,2.68,734
0.91,Very Good,E,SI1,62.1,60.0,6.21,6.25,3.87,4284
2.02,Very Good,J,SI1,59.8,59.9,8.16,8.21,4.9,12598
0.9,Very Good,E,SI2,59.9,57.0,6.25,6.34,3.77,4288
0.36,Premium,E,VVS2,61.7,59.0,4.52,4.56,2.8,859
0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,4194
0.91,Very Good,G,SI2,60.4,61.0,6.21,6.28,3.77,3435
0.43,Good,G,VS2,61.8,60.7,4.8,4.84,2.99,891
1.5,Good,H,SI2,59.8,61.0,7.39,7.49,4.45,6798
0.72,Very Good,E,VS2,61.9,56.0,5.75,5.79,3.57,2585
0.71,Very Good,H,VS1,62.7,57.0,5.66,5.72,3.57,2559
0.4,Ideal,E,VVS2,62.1,55.0,4.74,4.76,2.95,1158
0.3,Ideal,H,VS2,62.1,55.0,4.3,4.33,2.68,457
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,7553
1.11,Very Good,I,SI2,61.2,61.0,6.65,6.69,4.08,3956
1.36,Ideal,F,SI2,62.0,56.0,7.08,7.11,4.4,7157
0.42,Ideal,J,VVS2,61.7,54.0,4.83,4.86,2.99,673
0.5,Good,E,SI1,63.8,55.0,5.09,5.04,3.23,1415
1.01,Ideal,E,VVS2,62.0,56.0,6.43,6.35,4.01,9483
0.92,Premium,E,SI1,62.2,58.0,6.18,6.23,3.86,4562
1.5,Very Good,I,IF,62.9,58.0,7.21,7.31,4.57,10147
0.52,Ideal,E,SI1,61.4,57.0,5.18,5.15,3.17,1429
0.71,Ideal,E,VS2,61.7,56.0,5.73,5.75,3.54,2709
1.17,Very Good,H,SI1,63.1,56.0,6.76,6.71,4.25,4652
1.01,Fair,F,SI2,60.1,66.0,6.44,6.41,3.86,3597
0.4,Premium,G,SI1,59.3,59.0,4.8,4.82,2.85,702
1.01,Good,G,SI1,63.7,60.0,6.28,6.32,4.01,5021
0.31,Premium,G,VS2,62.2,59.0,4.35,4.3,2.69,698
0.9,Premium,D,SI1,62.7,58.0,6.09,6.15,3.84,4381
0.77,Ideal,J,VS2,61.9,54.0,5.89,5.94,3.66,2292
1.02,Very Good,G,VVS1,63.0,58.0,6.4,6.43,4.04,7657
0.72,Ideal,G,VS1,61.8,56.0,5.74,5.76,3.55,3478
1.14,Ideal,E,VVS2,61.6,57.0,6.68,6.73,4.13,11206
1.22,Ideal,G,VVS1,61.5,56.0,6.86,6.9,4.23,12081
0.51,Very Good,E,VVS2,61.4,59.0,5.1,5.16,3.15,2211
0.51,Ideal,H,SI2,62.0,55.0,5.12,5.14,3.18,1435
0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,530
1.19,Ideal,G,VS1,62.4,54.0,6.78,6.81,4.24,9918
0.6,Ideal,D,SI1,61.4,55.0,5.43,5.45,3.34,1698
0.71,Ideal,H,SI2,62.1,56.0,5.76,5.71,3.56,2086
1.0,Good,E,SI1,62.4,59.0,6.35,6.4,3.98,4936
0.41,Ideal,G,VVS1,60.2,57.0,4.8,4.83,2.9,1076
0.7,Premium,E,SI2,61.8,60.0,5.65,5.61,3.48,2342
0.9,Premium,E,SI1,61.9,58.0,6.17,6.1,3.8,4209
1.51,Ideal,F,VVS2,62.6,57.0,7.36,7.25,4.57,16754
0.34,Ideal,D,VVS2,61.3,56.0,4.51,4.53,2.77,1054
0.43,Premium,G,VVS1,62.2,58.0,4.78,4.83,2.99,1207
0.33,Ideal,G,VVS1,61.8,55.0,4.47,4.5,2.77,838
0.52,Very Good,G,SI2,63.0,55.0,5.12,5.14,3.23,1049
0.9,Good,J,VS2,62.3,64.0,6.09,6.17,3.82,3423
0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,4665
1.06,Ideal,E,VS1,62.1,57.0,6.52,6.49,4.04,8567
0.54,Ideal,H,VS2,61.6,55.0,5.23,5.25,3.23,1453
0.31,Very Good,H,VVS1,58.5,59.0,4.45,4.5,2.62,755
0.31,Ideal,D,SI1,62.3,55.0,4.33,4.37,2.71,571
1.21,Premium,G,VVS2,59.6,60.0,6.89,6.91,4.11,9370
0.51,Ideal,G,VS1,61.6,56.0,5.18,5.15,3.18,1662
1.01,Good,D,SI1,63.1,60.0,6.32,6.39,4.01,5443
0.32,Premium,D,VS2,61.7,59.0,4.43,4.38,2.72,972
0.36,Premium,E,VS1,61.3,58.0,4.58,4.56,2.8,1094
0.98,Ideal,G,SI2,62.9,57.0,6.33,6.29,3.97,4116
0.58,Ideal,E,SI1,61.5,55.0,5.39,5.34,3.3,1758
0.66,Good,G,VS1,59.6,60.2,5.66,5.71,3.38,2275
0.4,Very Good,I,SI1,63.2,54.0,4.69,4.67,2.96,765
0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,3437
1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,4784
0.6,Premium,D,VS2,59.6,59.0,5.53,5.47,3.28,2214
0.87,Very Good,J,SI1,63.1,60.0,6.03,5.96,3.78,2379
0.24,Very Good,E,VS1,59.8,58.0,4.02,4.11,2.43,419
0.54,Premium,F,SI1,61.8,60.0,5.2,5.22,3.22,1237
0.42,Premium,I,SI2,61.5,59.0,4.84,4.78,2.96,709
0.36,Premium,D,SI1,61.5,59.0,4.55,4.52,2.79,851
0.72,Premium,J,SI1,62.0,58.0,5.77,5.74,3.57,1879
0.38,Ideal,E,VS1,61.6,56.0,4.62,4.66,2.86,1000
0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25,1446
0.53,Good,D,VS2,58.4,58.0,5.31,5.38,3.12,1625
0.71,Premium,D,SI1,60.6,58.0,5.77,5.79,3.5,2913
0.56,Premium,F,SI2,60.2,58.0,5.36,5.33,3.22,1715
0.57,Ideal,F,VS2,60.8,57.0,5.34,5.37,3.25,1869
0.4,Ideal,E,SI1,63.0,57.0,4.68,4.65,2.94,882
1.01,Good,F,SI1,63.5,57.0,6.29,6.33,4.01,4549
1.0,Premium,E,SI2,62.9,61.0,6.3,6.23,3.94,3450
0.25,Very Good,E,VVS2,63.1,56.0,4.05,4.0,2.54,740
0.3,Premium,G,SI1,61.6,59.0,4.28,4.26,2.63,574
0.95,Fair,J,I1,64.9,56.0,6.17,6.12,3.99,2322
1.2,Ideal,J,SI1,62.3,56.0,6.77,6.81,4.23,4830
0.9,Good,F,SI1,62.4,55.0,6.17,6.21,3.86,3898
0.73,Ideal,I,SI1,62.0,57.0,5.74,5.77,3.56,2215
1.01,Premium,I,SI2,62.6,55.0,6.43,6.38,4.01,3818
0.75,Ideal,I,VS1,61.9,54.1,5.82,5.85,3.61,2564
0.32,Ideal,E,VS2,62.8,54.0,4.38,4.35,2.74,900
1.1,Very Good,H,SI2,62.9,58.0,6.53,6.56,4.12,4422
0.57,Ideal,E,SI1,60.8,55.0,5.39,5.41,3.28,1670
0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9,855
1.2,Premium,H,SI1,62.4,59.0,6.73,6.7,4.19,5899
0.7,Very Good,D,SI1,59.4,63.0,5.78,5.76,3.43,2628
1.17,Good,H,SI2,63.8,58.0,6.73,6.57,4.24,4914
1.23,Ideal,I,SI1,62.1,58.0,6.82,6.86,4.25,5600
1.01,Good,F,SI1,63.7,57.0,6.4,6.35,4.06,4989
0.25,Ideal,F,VS1,61.1,58.0,4.04,4.08,2.48,595
0.53,Ideal,F,VVS2,62.2,54.0,5.22,5.19,3.24,2290
1.0,Fair,F,SI1,67.1,57.0,6.06,6.1,4.08,4328
0.32,Ideal,D,SI1,62.8,56.0,4.35,4.34,2.73,756
1.08,Ideal,G,SI2,,58.0,6.55,6.57,4.06,4675
1.01,Ideal,F,VVS2,61.0,57.0,6.52,6.46,3.96,8688
0.54,Premium,H,VS1,61.3,58.0,5.25,5.22,3.21,1637
1.15,Ideal,I,SI1,62.3,57.0,6.74,6.67,4.18,4925
0.32,Ideal,G,VS1,62.1,55.0,4.41,4.38,2.73,828
1.55,Very Good,E,I1,61.6,58.0,7.42,7.52,4.6,5974
1.52,Very Good,H,VVS2,63.0,60.0,7.25,7.3,4.58,11904
0.5,Ideal,E,VS2,60.0,57.0,5.12,5.15,3.08,1624
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1365
0.6,Ideal,E,SI1,61.4,58.0,5.44,5.47,3.35,1749
1.0,Good,G,VS2,63.4,57.0,6.27,6.31,3.99,5702
0.34,Premium,G,SI1,59.7,59.0,4.5,4.54,2.7,507
0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88,936
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,4692
0.41,Very Good,D,SI1,63.4,56.0,4.76,4.73,3.01,907
1.11,Ideal,H,SI2,61.4,57.0,6.63,6.67,4.08,4709
1.35,Very Good,H,SI2,62.2,56.0,7.02,7.06,4.38,6088
0.5,Ideal,D,SI1,62.0,54.0,5.09,5.13,3.17,1404
0.25,Ideal,H,VS1,62.6,53.0,4.04,4.08,2.54,445
0.53,Ideal,H,SI2,61.9,54.0,5.21,5.23,3.23,1020
1.03,Ideal,F,SI2,62.6,57.0,6.44,6.4,4.02,3461
0.34,Very Good,F,SI2,60.0,62.0,4.51,4.55,2.72,447
0.52,Very Good,E,SI1,60.8,56.0,5.17,5.2,3.15,1343
0.3,Premium,H,IF,60.4,60.0,4.34,4.3,2.61,1013
0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
1.03,Very Good,J,VS1,63.4,58.0,6.36,6.42,4.05,4292
2.05,Very Good,H,VS2,63.5,62.0,8.05,7.91,5.07,15701
0.31,Ideal,E,VVS2,59.9,62.0,4.4,4.41,2.64,755
1.13,Ideal,G,VVS2,61.6,57.0,6.66,6.75,4.13,10396
1.0,Premium,D,VS1,61.0,58.0,6.46,6.42,3.93,7280
0.8,Very Good,E,VVS2,62.9,59.0,5.88,5.95,3.72,4304
0.54,Very Good,E,VS1,61.7,58.0,5.24,5.27,3.24,1676
0.53,Ideal,H,SI2,61.6,54.0,5.22,5.26,3.23,1020
0.82,Good,G,SI2,59.9,62.0,6.02,6.04,3.61,2893
1.2,Good,I,SI1,63.1,58.0,6.66,6.72,4.22,4752
0.75,Very Good,F,SI1,62.3,58.0,5.8,5.86,3.63,2573
0.31,Ideal,E,VVS2,61.4,57.0,4.37,4.39,2.69,791
1.15,Good,H,SI1,60.2,61.0,6.74,6.84,4.09,5005
1.04,Very Good,G,VS2,61.9,57.0,6.46,6.5,4.01,6177
0.54,Ideal,I,SI1,61.4,56.0,5.25,5.27,3.23,1114
0.32,Ideal,G,SI1,60.8,56.0,4.48,4.44,2.71,612
0.59,Good,D,SI1,63.7,56.0,5.32,5.35,3.4,1694
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9781
0.76,Premium,H,VVS1,60.7,58.0,5.9,5.93,3.59,3311
0.43,Ideal,D,VS2,61.8,56.0,4.83,4.81,2.98,1129
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,9146
1.09,Ideal,G,VS1,60.4,58.0,6.67,6.7,4.04,8296
2.02,Ideal,J,VS2,61.8,57.0,8.11,8.14,5.02,14766
0.32,Ideal,F,VVS2,62.1,55.0,4.37,4.39,2.72,800
0.5,Premium,F,VS2,62.3,58.0,5.02,5.06,3.14,1436
0.37,Premium,G,IF,59.8,58.0,4.71,4.69,2.81,1064
0.54,Premium,H,SI2,61.8,60.0,5.2,5.16,3.2,972
0.4,Ideal,E,SI1,62.2,54.0,4.74,4.78,2.96,673
1.56,Premium,H,VS2,62.2,58.0,7.41,7.44,4.62,10424
0.51,Premium,E,VS2,61.3,58.0,5.13,5.15,3.15,1656
0.67,Ideal,G,VS2,62.5,56.0,5.64,5.56,3.5,2010
0.7,Very Good,G,VS1,63.2,56.0,5.61,5.56,3.53,2535
0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1624
1.52,Good,E,VS1,64.0,55.0,7.27,7.19,4.63,15792
1.28,Premium,H,SI1,62.3,58.0,7.0,6.94,4.34,6946
2.04,Premium,H,SI1,58.0,59.0,8.4,8.27,4.83,14888
0.41,Ideal,E,VVS2,61.6,56.0,4.8,4.78,2.95,1243
0.34,Ideal,G,IF,61.6,56.0,4.48,4.51,2.77,1014
1.01,Good,G,SI1,63.7,60.0,6.32,6.28,4.01,5113
1.51,Fair,H,VS1,58.0,67.0,7.63,7.57,4.41,11263
1.04,Ideal,G,SI1,61.9,56.0,6.46,6.5,4.01,5311
0.8,Ideal,E,SI2,61.0,55.0,6.0,6.03,3.67,2978
0.74,Ideal,G,SI1,62.7,56.0,5.78,5.74,3.61,2309
0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69,2810
0.43,Ideal,F,VS2,61.4,54.0,4.9,4.93,3.02,848
0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721
0.6,Good,I,VS1,60.1,62.0,5.42,5.49,3.28,1378
0.3,Good,E,SI1,63.7,58.0,4.24,4.27,2.71,526
1.0,Good,I,SI2,63.9,60.0,6.26,6.3,4.01,3465
0.4,Ideal,G,VVS1,61.5,59.0,4.71,4.75,2.91,1051
1.51,Very Good,G,SI2,63.2,55.0,7.32,7.27,4.61,8574
0.9,Fair,I,VS1,68.7,62.0,5.83,5.79,3.99,2732
1.04,Very Good,G,SI1,59.2,61.0,6.63,6.68,3.94,4724
1.53,Premium,G,VVS1,60.6,58.0,7.49,7.45,4.53,16601
1.12,Ideal,G,VS2,60.9,56.0,6.7,6.74,4.09,8189
1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,4704
0.32,Ideal,F,VS2,62.4,57.0,4.34,4.38,2.72,645
0.3,Very Good,H,VS2,62.5,58.0,4.26,4.28,2.67,473
0.33,Ideal,G,VVS1,60.9,57.0,4.49,4.51,2.74,838
0.32,Ideal,H,VVS2,61.2,56.0,4.4,4.43,2.7,645
1.31,Ideal,F,SI1,61.6,55.0,7.04,7.09,4.35,9331
0.31,Premium,F,VS2,61.4,62.0,4.34,4.32,2.66,802
0.41,Ideal,F,VVS2,61.8,55.0,4.77,4.81,2.96,1044
1.0,Fair,G,SI2,68.3,54.0,6.21,6.12,4.2,3142
1.26,Ideal,G,SI1,59.6,57.0,7.08,7.04,4.21,6738
1.01,Premium,D,SI1,61.2,60.0,6.47,6.41,3.94,5780
0.71,Premium,E,VS2,62.4,60.0,5.66,5.68,3.54,2590
1.03,Ideal,G,SI1,62.4,57.0,6.47,6.52,4.05,4679
1.2,Very Good,G,SI2,62.5,57.0,6.73,6.84,4.24,5250
0.56,Ideal,D,SI1,62.3,57.0,5.24,5.26,3.27,1578
0.42,Ideal,H,VS1,61.0,57.0,4.85,4.89,2.97,1299
0.41,Good,F,VVS2,63.6,56.0,4.72,4.68,2.99,1064
0.57,Ideal,E,VS1,62.1,53.0,5.36,5.41,3.34,1942
0.42,Ideal,F,SI1,60.6,57.0,4.84,4.9,2.95,773
0.31,Ideal,H,VVS2,62.8,57.0,4.33,4.3,2.71,802
0.41,Very Good,F,SI1,62.8,57.0,4.69,4.73,2.96,755
0.5,Premium,E,SI1,62.2,58.0,5.03,4.87,3.1,1073
2.01,Premium,H,VS2,60.1,61.0,8.14,8.06,4.87,17068
1.2,Premium,G,VS2,62.4,59.0,6.74,6.68,4.19,7405
0.84,Very Good,H,SI1,61.2,57.0,6.1,6.12,3.74,2847
1.02,Very Good,H,SI2,63.1,59.0,6.43,6.37,4.04,4284
0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,988
0.7,Premium,H,SI2,62.1,62.0,5.67,5.63,3.51,1999
0.3,Ideal,F,VS1,61.4,56.0,4.37,4.33,2.67,844
0.55,Ideal,E,SI1,60.1,57.0,5.36,5.38,3.22,1621
0.75,Ideal,E,VS1,62.0,55.0,5.88,5.83,3.66,3402
0.37,Premium,F,VS2,61.2,60.0,4.63,4.59,2.82,957
0.76,Premium,H,SI1,59.8,57.0,5.93,5.91,3.54,2227
1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54,10725
1.05,Ideal,G,VS2,61.7,57.0,6.56,6.53,4.04,7028
0.52,Premium,F,VS2,62.2,58.0,5.17,5.12,3.2,1720
0.67,Very Good,G,VS2,61.7,59.7,5.56,5.61,3.45,2131
1.52,Ideal,G,SI1,60.3,57.0,7.58,7.48,4.54,11028
0.32,Ideal,E,VVS1,61.2,55.0,4.4,4.45,2.71,892
0.56,Ideal,E,SI1,62.8,58.0,5.31,5.26,3.32,1784
0.23,Very Good,D,VS1,61.8,57.0,3.9,3.93,2.42,357
2.03,Good,G,SI2,62.7,65.0,8.17,7.92,5.06,13621
0.33,Ideal,E,VVS2,61.9,57.0,4.44,4.47,2.75,917
1.02,Premium,H,SI1,61.8,56.0,6.47,6.42,3.98,4102
0.9,Very Good,H,VS2,62.3,59.0,6.1,6.17,3.82,4328
1.52,Premium,F,SI1,62.6,59.0,7.27,7.36,4.58,11637
1.25,Ideal,G,VVS2,61.5,55.0,6.92,6.94,4.26,10636
1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,4619
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,504
1.34,Very Good,J,SI2,62.7,56.0,7.05,7.08,4.43,5335
1.32,Ideal,H,VVS2,62.0,54.0,7.05,7.06,4.37,9571
0.72,Ideal,E,SI2,62.5,55.0,5.69,5.74,3.57,2530
0.4,Premium,F,VS1,62.6,58.0,4.72,4.68,2.94,1050
0.5,Good,H,VVS2,61.9,64.3,5.01,5.03,3.11,1362
0.52,Ideal,D,VVS1,62.0,57.0,5.15,5.17,3.2,3218
0.3,Ideal,F,SI1,62.3,55.0,4.29,4.31,2.68,475
0.38,Ideal,E,VVS1,62.4,56.0,4.64,4.67,2.9,1267
0.3,Ideal,F,VS1,62.4,56.0,4.3,4.32,2.68,673
0.3,Ideal,F,VS2,62.3,57.0,4.3,4.33,2.69,605
1.02,Very Good,E,VS1,61.0,58.0,6.46,6.52,3.96,7503
0.9,Good,D,SI1,61.9,64.0,6.0,6.09,3.74,3567
1.52,Premium,D,SI2,60.2,60.0,7.4,7.46,4.47,8737
