carat,cut,color,clarity,depth,table,x,y,z,price
0.32,Ideal,G,VS1,61.2,57.0,4.4,4.43,2.7,645
0.77,Ideal,G,VS1,62.4,54.0,5.93,5.89,3.69,3121
1.71,Ideal,H,VS2,62.1,56.0,7.64,7.7,4.76,14017
2.04,Premium,H,SI2,60.8,58.0,8.23,8.14,4.98,14945
0.72,Very Good,H,SI1,60.3,55.0,5.84,5.85,3.52,2505
0.41,Ideal,J,VS1,62.2,55.0,4.79,4.76,2.97,775
0.51,Ideal,D,VS2,62.1,56.0,5.16,5.11,3.19,1882
0.46,Ideal,E,SI2,61.3,56.0,5.02,4.96,3.06,1116
0.7,Ideal,E,SI1,61.4,57.0,5.76,5.7,3.52,2777
0.38,Ideal,F,IF,60.7,57.0,4.69,4.73,2.86,1212
2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,11646
0.3,Ideal,G,SI1,62.3,56.0,4.29,4.32,2.68,432
0.54,Ideal,I,VS1,61.6,54.0,5.26,5.3,3.25,1216
1.74,Premium,J,SI2,59.7,57.0,7.88,7.8,4.68,8690
0.51,Ideal,G,VS1,62.0,56.0,5.06,5.16,3.17,1656
0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,1080
0.71,Very Good,H,VVS1,62.7,57.0,5.66,5.72,3.57,2938
1.2,Premium,J,SI2,58.7,59.0,6.99,6.94,4.09,4685
1.01,Good,G,SI1,63.7,60.0,6.32,6.28,4.01,5113
0.57,Very Good,E,VS2,60.7,58.0,5.37,5.33,3.25,1732
0.82,Premium,I,IF,61.2,60.0,6.03,5.99,3.68,3224
0.73,Ideal,D,SI1,61.3,57.0,5.81,5.83,3.57,3615
0.31,Premium,H,VVS1,60.5,58.0,4.4,4.43,2.67,707
1.0,Very Good,F,SI1,61.4,62.0,6.32,6.36,3.89,4851
1.61,Very Good,E,SI2,,57.0,7.44,7.48,4.62,8288
1.01,Ideal,J,SI2,61.9,55.0,6.5,6.43,4.01,4174
1.31,Very Good,H,SI2,61.7,59.0,6.96,7.01,4.31,6263
0.55,Premium,E,VS2,58.1,62.0,5.46,5.38,3.15,1708
1.23,Very Good,I,SI1,60.5,58.0,6.9,6.94,4.19,5763
0.71,Premium,F,VS1,60.5,58.0,5.75,5.72,3.47,2839
0.65,Ideal,E,IF,62.3,56.0,5.52,5.56,3.45,4184
0.5,Ideal,D,SI1,62.0,54.0,5.09,5.13,3.17,1404
0.3,Ideal,D,VVS2,62.2,55.0,4.32,4.33,2.69,814
0.71,Very Good,J,SI1,59.2,58.0,5.86,5.9,3.48,1932
0.47,Good,D,SI1,63.8,59.0,4.9,4.88,3.12,987
1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363
0.9,Ideal,H,VS1,62.0,56.0,6.22,6.19,3.85,4234
0.26,Good,D,VS1,58.4,63.0,4.19,4.24,2.46,403
0.28,Ideal,E,VS1,62.0,57.0,4.17,4.2,2.59,598
0.3,Ideal,E,VVS1,62.3,55.0,4.29,4.32,2.68,826
1.7,Very Good,F,I1,63.1,56.0,7.62,7.51,4.78,5998
0.31,Very Good,G,VVS1,58.8,59.0,4.44,4.47,2.62,778
2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,10182
0.7,Good,H,VVS1,62.7,56.0,5.6,5.66,3.53,2877
0.46,Premium,E,VS1,62.0,58.0,4.98,4.95,3.08,1355
0.52,Premium,E,VS2,60.9,58.0,5.2,5.18,3.16,1646
1.07,Premium,E,VS1,62.0,60.0,6.58,6.49,4.05,7909
1.13,Ideal,I,SI1,61.4,57.0,6.72,6.69,4.12,4936
0.62,Premium,G,VS2,62.2,55.0,5.51,5.46,3.41,1823
1.01,Fair,D,SI1,66.9,54.0,6.25,6.21,4.17,4751
1.02,Premium,D,SI1,62.3,59.0,6.38,6.42,3.99,5890
2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,14725
0.32,Ideal,H,VVS1,62.0,54.0,4.39,4.42,2.73,708
0.42,Premium,I,SI2,61.5,59.0,4.84,4.78,2.96,709
0.51,Ideal,G,VS1,61.7,55.0,5.17,5.14,3.18,1781
1.12,Ideal,E,VS1,61.3,56.0,6.7,6.72,4.11,8991
0.52,Ideal,E,VS1,61.3,56.0,5.18,5.22,3.19,1726
1.63,Very Good,G,VS1,62.5,60.0,7.43,7.51,4.67,14404
0.3,Premium,D,VS2,61.0,60.0,4.33,4.29,2.63,911
0.55,Very Good,I,SI2,61.5,60.0,5.23,5.25,3.22,1087
0.53,Very Good,E,VS1,61.7,59.0,5.18,5.2,3.2,1844
0.58,Premium,E,VS2,61.5,58.0,5.41,5.38,3.32,2535
0.23,Very Good,F,VS2,59.4,57.0,4.06,4.09,2.42,402
0.32,Premium,E,SI2,59.7,60.0,4.43,4.45,2.65,449
2.06,Premium,I,SI2,61.0,59.0,8.24,8.21,5.02,14982
0.91,Very Good,F,SI1,62.2,57.0,6.19,6.25,3.87,4108
1.34,Premium,D,SI2,61.5,58.0,7.04,7.07,4.34,7305
0.95,Fair,J,I1,64.9,56.0,6.17,6.12,3.99,2322
1.09,Very Good,H,SI1,62.5,57.0,6.49,6.54,4.07,5950
0.38,Ideal,F,VS2,61.2,57.0,4.64,4.67,2.85,693
0.96,Very Good,D,SI2,60.2,63.0,6.36,6.3,3.81,3419
2.25,Premium,I,SI1,60.1,60.0,8.55,8.51,5.13,18034
1.27,Premium,J,VS2,62.8,58.0,6.96,6.92,4.36,4011
0.35,Ideal,F,VS2,62.5,57.0,4.5,4.53,2.82,706
0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7,1060
1.0,Good,H,SI2,63.2,60.0,6.27,6.33,3.98,3991
1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19,6888
0.51,Ideal,G,VS1,61.8,60.0,5.08,5.12,3.15,1757
0.54,Ideal,E,VVS2,61.5,57.0,5.24,5.26,3.23,2776
0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,954
2.22,Very Good,J,SI1,58.7,60.0,8.51,8.57,5.01,13782
0.9,Ideal,G,VS2,62.6,57.0,6.14,6.2,3.86,4269
1.45,Ideal,J,VS2,61.9,59.0,7.16,7.21,4.45,7477
1.02,Premium,H,VS2,60.0,58.0,6.56,6.5,3.92,4958
0.31,Ideal,G,VVS2,60.0,58.0,4.38,4.42,2.64,661
0.71,Premium,I,SI2,60.3,58.0,5.78,5.72,3.47,1917
1.52,Very Good,E,SI1,63.5,58.0,7.36,7.29,4.65,11176
2.08,Ideal,H,SI1,61.7,58.0,8.13,8.21,5.04,17469
0.58,Ideal,H,VS1,61.2,55.0,5.39,5.42,3.31,1671
0.31,Ideal,G,VVS2,61.7,57.0,4.36,4.39,2.7,671
0.39,Ideal,G,VS1,62.0,55.0,4.71,4.66,2.9,1077
1.22,Ideal,F,VS1,62.3,57.0,6.79,6.83,4.24,9920
1.2,Ideal,F,IF,61.6,57.0,6.84,6.79,4.2,14430
0.35,Ideal,G,IF,60.7,57.0,4.59,4.61,2.79,959
1.51,Good,J,VS2,64.0,58.0,7.27,7.24,4.64,7062
0.73,Premium,H,SI1,62.2,57.0,5.8,5.77,3.6,2107
1.18,Premium,G,VVS2,61.6,58.0,6.77,6.8,4.18,9137
1.06,Premium,G,SI1,61.5,59.0,6.57,6.53,4.03,5113
1.24,Very Good,F,VS2,59.6,59.0,7.0,7.07,4.19,8929
0.8,Very Good,F,SI2,61.0,60.0,5.95,5.98,3.64,2460
0.7,Premium,E,SI1,61.1,60.0,5.69,5.56,3.44,1971
0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,3667
0.93,Ideal,I,SI1,61.9,57.0,6.23,6.21,3.85,3359
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,489
1.08,Very Good,G,VS2,63.2,60.0,6.53,6.44,4.1,6096
0.31,Ideal,E,VVS1,61.5,56.0,4.36,4.39,2.69,865
0.71,Premium,E,VS2,61.5,60.0,5.76,5.68,3.52,2858
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,3170
1.53,Ideal,G,VS2,62.8,57.0,7.48,7.43,4.63,12907
1.02,Fair,J,SI2,65.0,59.0,6.34,6.24,4.08,3119
0.71,Very Good,G,VS2,63.1,54.0,5.64,5.7,3.58,2574
0.84,Premium,E,VS2,62.4,60.0,5.98,6.04,3.75,3591
0.26,Premium,E,VS1,60.1,60.0,4.1,4.15,2.48,452
0.42,Ideal,D,VVS2,62.0,55.0,4.81,4.84,2.99,1132
0.7,Good,J,SI2,61.2,64.0,5.68,5.73,3.49,1824
1.0,Fair,D,SI2,64.8,60.0,6.23,6.18,4.02,3304
0.38,Premium,D,VS2,58.7,61.0,4.77,4.74,2.79,1117
0.34,Ideal,E,SI1,60.7,56.0,4.51,4.55,2.75,596
0.42,Premium,E,SI1,62.7,59.0,4.78,4.79,3.0,773
1.52,Very Good,H,SI1,60.9,59.0,7.43,7.49,4.54,9642
0.7,Very Good,E,SI2,63.1,56.0,5.66,5.63,3.56,2273
0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,571
0.9,Very Good,F,SI2,61.1,54.0,6.27,6.29,3.84,3519
0.5,Very Good,D,VS2,62.8,58.0,5.05,5.08,3.18,1752
0.55,Premium,G,VS2,62.3,56.0,5.29,5.24,3.28,1668
0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74,854
0.32,Ideal,H,IF,60.9,56.0,4.42,4.41,2.69,1080
0.91,Fair,F,VS2,58.0,56.0,6.34,6.41,3.7,4474
1.07,Premium,G,SI2,59.8,60.0,6.7,6.65,3.99,4278
1.09,Premium,G,VS2,61.7,58.0,6.6,6.53,4.05,6504
1.12,Ideal,F,VS1,62.1,54.0,6.66,6.73,4.16,9030
0.43,Very Good,G,VS2,59.1,60.0,4.88,4.93,2.9,867
0.55,Very Good,D,SI2,63.3,56.0,5.24,5.21,3.31,1368
1.5,Good,E,SI1,64.1,56.0,7.21,7.14,4.6,8820
0.33,Ideal,G,VVS2,61.5,56.0,4.49,4.45,2.75,965
1.41,Ideal,F,VVS1,61.1,57.0,7.2,7.28,4.42,16545
0.33,Ideal,F,VVS2,62.4,55.0,4.43,4.45,2.77,750
1.26,Premium,J,SI1,61.7,58.0,6.91,6.99,4.29,5114
0.32,Ideal,H,IF,61.6,54.0,4.41,4.49,2.74,814
0.35,Premium,I,SI1,62.5,58.0,4.49,4.53,2.82,472
0.4,Ideal,D,SI1,61.3,57.0,4.74,4.79,2.92,726
0.58,Ideal,D,SI1,62.0,54.0,5.36,5.39,3.33,1597
0.24,Ideal,F,IF,61.6,57.0,3.97,4.0,2.45,678
0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,2475
0.36,Ideal,F,SI1,59.7,57.0,4.69,4.72,2.81,644
0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,868
0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,552
2.0,Very Good,J,SI1,63.3,59.0,7.95,7.89,5.01,11189
0.34,Ideal,E,SI1,61.7,56.0,4.52,4.49,2.78,765
0.23,Very Good,E,VVS1,58.6,61.0,4.02,4.04,2.36,530
0.58,Very Good,I,VVS1,63.0,57.0,5.31,5.35,3.36,1790
1.0,Very Good,G,VS2,62.7,58.0,6.34,6.42,4.0,5544
2.21,Premium,H,I1,62.2,58.0,8.31,8.27,5.16,6535
1.01,Fair,H,VS1,66.1,55.0,6.28,6.24,4.14,4044
0.32,Ideal,F,VS1,61.5,56.0,4.4,4.44,2.72,639
1.0,Good,D,SI2,64.0,54.0,6.29,6.24,4.01,3304
0.51,Fair,F,VS2,61.0,66.0,5.12,5.04,3.1,1334
1.0,Good,H,SI2,59.0,61.0,6.42,6.46,3.8,3991
1.24,Ideal,E,VS2,62.7,58.0,6.79,6.86,4.28,8887
0.34,Ideal,D,SI1,62.0,55.0,4.5,4.53,2.8,584
0.71,Ideal,D,VS2,62.7,57.0,5.7,5.75,3.59,3212
0.74,Fair,E,SI1,66.0,56.0,5.6,5.67,3.72,2069
1.51,Good,I,VS2,62.9,57.0,7.23,7.27,4.56,8720
1.02,Fair,G,SI2,65.3,58.0,6.33,6.22,4.1,3787
0.91,Good,E,SI2,63.9,61.0,6.03,6.09,3.87,3538
1.04,Ideal,F,VVS2,61.2,57.0,6.5,6.53,3.99,9005
0.53,Very Good,D,SI1,61.4,57.0,5.2,5.26,3.21,1631
2.0,Fair,H,SI1,65.6,58.0,7.92,7.76,5.15,15762
0.73,Very Good,E,VS1,62.3,58.0,5.72,5.74,3.57,3226
1.68,Ideal,G,VS2,62.5,54.0,7.61,7.64,4.76,15740
2.15,Ideal,I,SI2,61.7,55.0,8.43,8.24,5.14,14519
0.9,Good,H,SI1,64.4,58.0,6.04,6.08,3.9,3465
0.58,Good,G,VS2,58.4,59.0,5.4,5.46,3.17,1605
0.9,Fair,G,SI2,64.7,58.0,5.94,6.03,3.87,3104
1.55,Ideal,I,VVS1,62.1,56.0,7.36,7.43,4.59,11869
0.41,Ideal,G,IF,62.1,57.0,4.76,4.77,2.96,1276
0.56,Premium,F,SI2,60.2,58.0,5.36,5.33,3.22,1715
1.54,Premium,H,VS2,61.9,59.0,7.31,7.33,4.53,11663
1.01,Premium,E,SI1,62.9,60.0,6.43,6.35,4.02,5599
0.6,Ideal,G,VS1,61.1,57.0,5.41,5.45,3.32,2147
1.02,Very Good,F,SI1,62.5,57.0,6.35,6.41,3.99,4948
1.02,Ideal,E,SI1,61.1,56.0,6.51,6.45,3.96,4675
0.42,Premium,G,VS1,60.5,59.0,4.83,4.79,2.91,984
2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,17294
0.38,Ideal,F,VVS2,62.7,56.0,4.61,4.64,2.9,1033
0.76,Very Good,J,VS2,61.2,57.0,5.86,5.91,3.6,2206
1.15,Premium,H,SI2,60.4,58.0,6.8,6.75,4.09,3220
0.31,Ideal,H,SI1,61.0,56.0,4.38,4.41,2.68,530
1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,5280
0.34,Ideal,D,IF,62.1,57.0,4.46,4.52,2.79,2287
0.53,Very Good,G,SI1,61.6,57.0,5.18,5.21,3.2,1336
0.41,Ideal,G,VS1,61.2,57.0,4.77,4.8,2.93,870
0.27,Ideal,D,VS2,60.2,57.0,4.19,4.21,2.53,470
0.31,Premium,I,SI1,60.7,58.0,4.42,4.38,2.67,593
0.74,Premium,J,SI1,61.6,59.0,5.82,5.77,3.57,1931
0.78,Premium,I,SI1,60.8,60.0,5.97,5.94,3.62,2377
1.26,Premium,I,SI1,62.0,58.0,6.9,6.87,4.27,6068
0.39,Ideal,D,VS1,61.9,57.0,4.71,4.69,2.91,1170
2.0,Ideal,F,SI2,62.0,57.0,8.03,8.1,5.0,17710
0.92,Good,E,SI1,63.2,58.0,6.16,6.18,3.9,4258
0.31,Premium,H,VS1,61.5,61.0,4.34,4.31,2.66,698
1.8,Ideal,H,VS1,62.0,57.0,7.84,7.78,4.84,16683
0.3,Ideal,F,VS1,61.9,55.1,4.31,4.34,2.68,652
0.53,Ideal,F,SI2,61.7,56.0,5.23,5.24,3.23,1142
2.14,Very Good,J,VS2,62.8,57.0,8.27,8.16,5.16,14065
0.31,Ideal,G,VVS1,62.5,54.0,4.36,4.38,2.73,789
0.4,Ideal,D,VS2,61.6,55.0,4.75,4.79,2.94,1226
2.03,Ideal,J,SI2,62.1,57.0,8.06,8.12,5.02,12716
0.9,Ideal,H,SI1,62.1,56.0,6.14,6.19,3.83,4492
0.9,Ideal,G,VS1,61.8,56.0,6.19,6.24,3.84,4931
0.38,Ideal,E,VVS2,62.4,56.0,4.69,4.63,2.91,1097
0.7,Very Good,E,VS1,62.8,57.0,5.65,5.68,3.56,3145
0.29,Very Good,E,VVS2,61.4,58.0,4.25,4.31,2.63,633
0.71,Ideal,G,VVS2,61.5,57.0,5.74,5.78,3.54,3909
0.52,Premium,G,VS1,62.6,59.0,5.11,5.08,3.19,1815
0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,4665
0.32,Premium,D,SI1,60.2,58.0,4.43,4.4,2.66,756
0.37,Ideal,I,VS2,61.5,56.0,4.6,4.63,2.84,537
1.64,Very Good,F,SI1,62.8,59.0,7.51,7.53,4.72,12555
0.32,Very Good,J,SI1,61.6,58.0,4.36,4.4,2.7,374
0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,576
0.58,Very Good,D,SI1,60.2,58.0,5.37,5.46,3.26,1785
0.42,Ideal,G,IF,60.4,55.0,4.85,4.86,2.93,1400
0.33,Premium,F,VS2,60.1,58.0,4.45,4.47,2.68,666
0.36,Ideal,E,VS2,62.8,55.0,4.56,4.49,2.84,1013
1.51,Ideal,I,VS2,62.6,56.0,7.27,7.32,4.57,9069
0.31,Premium,J,SI1,59.4,62.0,4.43,4.39,2.62,453
0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,478
0.79,Good,F,SI2,64.3,60.0,5.82,5.75,3.72,1943
0.41,Good,H,SI1,63.8,56.0,4.74,4.69,3.01,876
0.71,Ideal,F,SI1,61.5,56.0,5.76,5.69,3.52,2633
0.42,Premium,H,VVS2,62.4,57.0,4.83,4.78,3.0,984
1.07,Very Good,G,SI2,62.9,59.0,6.51,6.58,4.12,4321
1.5,Ideal,G,VS2,61.7,54.0,7.36,7.4,4.55,13135
1.69,Ideal,D,SI1,60.8,57.0,7.69,7.71,4.68,15011
1.08,Ideal,G,VS2,62.3,57.0,6.53,6.57,4.08,7295
1.5,Very Good,F,VS1,61.6,58.0,7.35,7.43,4.55,15022
0.9,Fair,I,VS2,65.4,60.0,6.03,5.96,3.93,3246
1.76,Premium,I,SI2,62.0,58.0,7.76,7.72,4.8,10043
0.4,Ideal,G,VS1,62.3,57.0,4.68,4.73,2.93,819
1.31,Ideal,I,VS2,62.4,57.0,6.93,6.97,4.34,6338
0.31,Premium,D,SI1,,52.0,4.37,4.34,2.71,732
1.46,Ideal,G,VS2,62.3,56.0,7.28,7.2,4.51,10302
2.05,Premium,H,VS2,61.8,60.0,8.19,8.14,5.05,18318
0.57,Ideal,F,VS2,62.1,55.0,5.35,5.31,3.31,1760
0.32,Premium,H,VS2,62.7,58.0,4.35,4.33,2.72,605
0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17,997
0.42,Premium,D,SI1,62.1,59.0,4.79,4.77,2.97,1040
0.76,Premium,E,VS2,63.0,59.0,5.79,5.76,3.64,3107
1.2,Ideal,G,VVS2,61.2,56.0,6.92,6.89,4.23,10846
0.32,Ideal,G,VS2,61.8,57.0,4.38,4.42,2.72,561
0.55,Ideal,G,SI1,61.3,56.0,5.26,5.31,3.24,1605
1.3,Ideal,G,VVS2,62.4,56.1,6.97,7.02,4.36,11633
1.17,Ideal,G,VS2,62.0,57.0,6.74,6.78,4.19,7423
0.39,Very Good,H,SI1,58.4,63.0,4.8,4.85,2.82,696
0.5,Premium,E,VS2,59.3,62.0,5.25,5.18,3.09,1684
1.01,Premium,G,VS2,62.4,58.0,6.38,6.41,3.99,5999
0.7,Very Good,I,VS1,61.4,57.0,5.71,5.74,3.52,2405
0.26,Ideal,G,IF,62.2,55.0,4.09,4.13,2.55,605
1.71,Premium,G,SI2,62.6,57.0,7.66,7.6,4.78,11227
0.31,Premium,F,IF,61.5,58.0,4.33,4.35,2.67,979
0.4,Premium,I,VS1,62.9,59.0,4.73,4.68,2.96,945
0.31,Premium,F,VS2,62.3,60.0,4.35,4.32,2.7,802
1.03,Ideal,D,SI2,61.2,57.0,6.59,6.51,4.01,4764
0.55,Very Good,E,VS2,61.7,59.0,5.2,5.27,3.23,1629
1.5,Very Good,I,VS2,60.5,60.0,7.31,7.4,4.45,9354
0.7,Very Good,F,SI1,63.5,59.0,5.59,5.65,3.57,2264
0.3,Good,I,SI1,63.4,57.0,4.23,4.25,2.69,394
0.52,Ideal,D,VS1,60.9,56.0,5.21,5.17,3.16,1835
1.2,Ideal,I,SI2,59.6,61.0,6.95,6.97,4.15,4890
1.06,Very Good,J,SI2,62.0,58.0,6.45,6.53,4.04,3754
1.02,Very Good,E,SI1,63.7,55.0,6.29,6.4,4.04,7277
0.33,Premium,F,VS2,62.1,59.0,4.44,4.39,2.74,854
0.41,Very Good,D,VVS1,61.9,60.0,4.71,4.75,2.93,1376
0.57,Very Good,E,VS1,59.1,57.0,5.43,5.5,3.23,2008
1.03,Ideal,F,SI2,60.5,58.0,6.55,6.49,3.94,4586
0.3,Premium,F,VVS2,61.1,59.0,4.29,4.32,2.63,737
0.7,Ideal,I,VS2,62.5,54.0,5.68,5.71,3.56,2390
0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,3250
0.41,Very Good,H,VS1,61.5,55.0,4.8,4.82,2.96,788
0.37,Ideal,F,VS2,60.6,56.0,4.63,4.64,2.81,746
0.32,Ideal,F,VVS1,,56.0,4.46,4.48,2.71,867
0.72,Ideal,E,SI2,61.7,57.0,5.72,5.78,3.55,2337
0.98,Fair,F,SI2,61.6,66.0,6.46,6.24,3.92,2958
0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,767
0.92,Ideal,G,VS1,62.0,57.0,6.24,6.28,3.88,5243
0.42,Premium,D,VS2,61.3,58.0,4.8,4.83,2.95,825
0.33,Premium,G,VS1,62.3,58.0,4.41,4.45,2.76,666
1.2,Very Good,G,SI2,59.7,59.0,6.89,6.94,4.13,5116
0.32,Ideal,D,SI2,61.8,55.0,4.42,4.38,2.72,612
0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,4315
0.93,Premium,E,SI1,61.4,57.0,6.34,6.23,3.86,4229
0.3,Ideal,E,VS2,60.6,59.0,4.3,4.34,2.62,603
0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66,804
0.32,Ideal,G,VVS2,62.0,54.0,4.39,4.42,2.73,708
0.7,Good,F,VS1,59.7,63.0,5.76,5.79,3.45,2819
0.47,Good,E,VVS1,65.2,56.0,4.86,4.89,3.18,1613
0.7,Premium,G,SI1,61.8,59.0,5.68,5.59,3.48,2184
0.91,Good,F,SI1,58.0,57.0,6.36,6.47,3.72,4067
0.3,Good,G,VVS1,64.0,57.0,4.27,4.23,2.72,878
1.04,Ideal,E,SI1,62.0,57.0,6.47,6.5,4.02,4530
2.0,Premium,J,VVS2,63.0,59.0,8.0,7.97,5.03,15214
0.5,Premium,F,VS2,62.2,59.0,5.06,5.1,3.16,1436
0.57,Premium,E,SI2,62.5,54.0,5.35,5.3,3.33,1058
1.06,Ideal,G,VS1,60.7,56.0,6.6,6.64,4.02,7594
0.43,Very Good,F,SI1,62.4,57.0,4.79,4.82,3.0,792
1.22,Premium,H,VS1,62.7,56.0,6.82,6.74,4.25,7105
2.56,Good,J,SI2,63.6,62.0,8.62,8.57,5.47,15231
0.51,Ideal,E,SI1,59.6,57.0,5.2,5.24,3.11,1438
0.9,Very Good,D,SI1,60.6,59.0,6.23,6.28,3.79,5040
0.62,Ideal,D,VS1,61.9,57.0,5.47,5.55,3.41,2508
0.3,Ideal,G,IF,62.2,55.0,4.31,4.34,2.69,863
1.04,Ideal,F,SI1,62.1,56.0,6.54,6.47,4.04,4426
0.39,Ideal,F,VS1,61.9,55.2,4.66,4.7,2.89,939
0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807
0.54,Ideal,D,SI1,62.9,57.0,5.22,5.17,3.27,1786
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,428
0.7,Ideal,D,VS2,62.4,57.0,5.68,5.61,3.52,2867
0.33,Ideal,I,IF,61.6,55.0,4.47,4.46,2.75,891
0.79,Ideal,I,SI2,,56.0,5.92,5.97,3.69,2277
1.62,Ideal,F,VS2,61.2,57.0,7.52,7.58,4.62,18281
0.5,Premium,D,SI2,62.1,57.0,5.12,5.09,3.17,1279
0.7,Premium,G,SI1,59.1,59.0,5.77,5.83,3.43,2042
2.03,Very Good,E,SI2,58.8,59.0,8.23,8.28,4.85,18115
0.7,Premium,H,VS1,60.6,59.0,5.81,5.74,3.5,2636
1.05,Premium,D,SI1,58.6,60.0,6.73,6.66,3.92,5821
1.11,Ideal,D,SI2,61.6,55.0,6.66,6.62,4.09,5648
1.21,Very Good,H,SI1,62.8,56.0,6.8,6.83,4.28,6022
0.3,Very Good,G,IF,63.5,55.0,4.28,4.26,2.71,956
0.91,Ideal,J,VS1,61.9,56.0,6.19,6.22,3.85,3863
2.3,Ideal,I,VS2,62.6,56.0,8.45,8.4,5.27,18190
2.02,Ideal,H,SI2,62.4,56.0,8.14,8.04,5.06,12680
0.72,Very Good,G,SI1,63.1,57.0,5.71,5.67,3.59,2385
0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770
0.71,Ideal,F,VS1,61.4,56.0,5.75,5.78,3.54,3710
1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,5164
1.01,Very Good,D,SI1,63.2,58.0,6.28,6.34,3.99,5654
0.41,Ideal,D,SI1,62.7,56.0,4.78,4.73,2.98,1015
0.8,Very Good,J,VS1,63.4,56.0,5.9,5.87,3.73,2321
0.3,Very Good,G,IF,62.8,57.0,4.27,4.3,2.69,895
1.02,Very Good,D,SI2,58.8,58.0,6.62,6.68,3.91,4964
0.32,Premium,G,VS2,62.0,59.0,4.41,4.37,2.72,720
0.38,Ideal,J,VS2,62.3,55.0,4.63,4.65,2.89,572
1.27,Premium,F,VS1,60.3,58.0,7.06,7.04,4.25,10028
0.53,Ideal,H,VVS1,61.3,56.0,5.21,5.23,3.2,1781
0.33,Very Good,H,VS1,59.0,62.0,4.49,4.52,2.66,540
2.21,Premium,H,SI2,61.3,60.0,8.35,8.33,5.11,14032
1.02,Very Good,H,VS1,62.8,59.0,6.34,6.47,4.02,5598
1.32,Ideal,I,VS1,61.2,57.0,7.12,7.06,4.34,7617
0.26,Very Good,E,VVS1,62.6,59.0,4.06,4.09,2.55,554
1.2,Good,E,VS2,61.8,61.0,6.69,6.71,4.14,8563
0.34,Ideal,E,VS2,61.2,56.0,4.51,4.54,2.77,702
1.88,Very Good,D,SI2,63.2,60.0,7.84,7.79,4.94,9791
1.5,Premium,E,SI2,62.7,56.0,7.38,7.33,4.61,8988
0.42,Premium,G,IF,61.6,58.0,4.76,4.79,2.94,1400
1.5,Premium,G,VS1,62.4,60.0,7.29,7.22,4.53,13009
0.31,Premium,G,IF,61.6,55.0,4.42,4.38,2.71,988
1.5,Very Good,H,SI1,62.9,56.0,7.24,7.33,4.58,8058
0.54,Ideal,G,VVS2,61.9,55.0,5.2,5.3,3.25,1927
0.36,Very Good,H,VVS2,61.3,55.0,4.58,4.64,2.81,668
1.03,Premium,E,SI1,59.5,60.0,6.64,6.56,3.93,6091
0.78,Fair,F,SI2,64.6,53.0,5.83,5.78,3.75,2312
1.07,Very Good,G,VS2,62.3,57.0,6.56,6.47,4.06,6274
0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,787
0.7,Very Good,E,SI2,62.6,57.0,5.64,5.67,3.54,2514
0.82,Very Good,F,SI2,59.7,57.0,6.12,6.14,3.66,2841
1.01,Ideal,E,SI2,61.6,58.0,6.45,6.5,3.99,4668
0.71,Premium,D,SI2,62.8,57.0,5.69,5.64,3.56,2368
0.31,Ideal,F,VS1,62.1,56.0,4.35,4.32,2.69,872
0.31,Good,E,SI1,63.1,55.0,4.33,4.36,2.74,544
0.3,Ideal,E,VVS1,61.6,56.0,4.31,4.32,2.66,838
1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,3838
0.3,Ideal,H,VS2,62.6,55.0,4.28,4.31,2.69,491
